grid_cell_id,latitude,longitude,spatial_block_id,spatial_block_name,elevation_m,slope_deg,static_susceptibility_P_S,dynamic_trigger_P_D,coupled_risk_score,alert_tier_code,alert_tier_name,alert_color_hex,recommended_action
CELL_MEG_2535,25.91524,90.13245,1,Garo Hills Block,49.0,24.6,0.0084,0.6284,0.0053,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2536,25.13677,91.105,2,West Khasi Block,627.2,24.0,0.0247,0.6284,0.0155,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2537,25.12655,91.68823,3,East Khasi Block,1192.9,19.9,0.0325,0.6284,0.0204,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2538,25.17519,91.39324,2,West Khasi Block,1044.6,27.4,0.1234,0.6284,0.0775,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2539,25.0278,90.76562,1,Garo Hills Block,63.6,29.4,0.0099,0.6284,0.0062,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2540,25.75137,91.27632,4,Ri-Bhoi Block,974.9,16.3,0.0373,0.6284,0.0235,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2541,26.07653,92.46602,4,Ri-Bhoi Block,746.0,32.7,0.0394,0.6284,0.0247,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2542,25.4078,89.93873,1,Garo Hills Block,57.7,22.5,0.0223,0.6284,0.014,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2543,25.93328,92.57927,4,Ri-Bhoi Block,743.1,18.9,0.0412,0.6284,0.0259,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2544,25.90628,90.19025,1,Garo Hills Block,62.2,22.1,0.0166,0.6284,0.0104,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2545,26.09775,90.58868,1,Garo Hills Block,25.0,34.6,0.0481,0.6284,0.0302,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2546,25.80214,92.56951,4,Ri-Bhoi Block,788.1,18.8,0.0305,0.6284,0.0192,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2547,25.27454,92.57019,5,Jaintia Hills Block,795.9,23.5,0.0262,0.6284,0.0164,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2548,25.35424,92.77806,5,Jaintia Hills Block,598.8,15.6,0.0491,0.6284,0.0308,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2549,25.32376,92.70798,5,Jaintia Hills Block,604.9,23.6,0.0399,0.6284,0.0251,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2550,25.07783,91.96328,3,East Khasi Block,1189.1,24.7,0.0144,0.6284,0.0091,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2551,25.59468,91.25753,2,West Khasi Block,960.7,18.9,0.164,0.6284,0.103,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_2552,25.26137,91.95207,3,East Khasi Block,1417.3,30.1,0.041,0.6284,0.0258,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2553,25.22607,91.48617,2,West Khasi Block,1156.5,25.9,0.0169,0.6284,0.0106,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2554,25.2935,92.71465,5,Jaintia Hills Block,623.0,27.4,0.0624,0.6284,0.0392,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2555,25.05092,90.40917,1,Garo Hills Block,28.4,27.0,0.0113,0.6284,0.0071,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2556,25.28169,91.06291,2,West Khasi Block,654.9,29.0,0.0513,0.6284,0.0323,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2557,25.27135,91.29861,2,West Khasi Block,924.1,27.7,0.0518,0.6284,0.0326,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2558,25.96226,91.97179,4,Ri-Bhoi Block,1256.5,17.4,0.1065,0.6284,0.0669,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2559,25.64636,90.07146,1,Garo Hills Block,62.2,35.5,0.0147,0.6284,0.0093,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2560,25.76951,90.30756,1,Garo Hills Block,31.2,23.9,0.0344,0.6284,0.0216,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2561,25.86928,90.56267,1,Garo Hills Block,36.2,35.4,0.0134,0.6284,0.0084,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2562,25.47041,90.86893,1,Garo Hills Block,431.4,33.7,0.043,0.6284,0.027,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2563,25.94752,90.18596,1,Garo Hills Block,25.0,15.4,0.0171,0.6284,0.0107,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2564,25.6309,90.23329,1,Garo Hills Block,37.2,26.8,0.0009,0.6284,0.0006,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2565,25.78118,92.56049,4,Ri-Bhoi Block,820.9,15.4,0.0266,0.6284,0.0167,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2566,25.48938,91.28868,2,West Khasi Block,962.0,25.1,0.0384,0.6284,0.0241,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2567,26.02162,91.38902,4,Ri-Bhoi Block,836.4,29.1,0.0085,0.6284,0.0053,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2568,25.54661,91.5639,2,West Khasi Block,1332.8,19.0,0.0667,0.6284,0.0419,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2569,25.76437,90.12599,1,Garo Hills Block,49.1,18.8,0.0122,0.6284,0.0077,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2570,25.9068,91.12829,4,Ri-Bhoi Block,702.4,31.3,0.0277,0.6284,0.0174,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2571,25.09814,92.19786,5,Jaintia Hills Block,1130.1,24.4,0.046,0.6284,0.0289,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2572,25.42711,90.10612,1,Garo Hills Block,31.7,32.1,0.0105,0.6284,0.0066,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2573,25.70448,92.4844,4,Ri-Bhoi Block,1035.0,25.3,0.1914,0.6284,0.1203,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_2574,25.97877,92.72087,4,Ri-Bhoi Block,477.7,21.7,0.0312,0.6284,0.0196,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2575,25.95712,89.80653,1,Garo Hills Block,25.0,24.4,0.0106,0.6284,0.0066,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2576,25.43066,92.29655,5,Jaintia Hills Block,1236.8,25.5,0.0303,0.6284,0.0191,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2577,25.41555,91.63472,3,East Khasi Block,1479.0,33.5,0.0272,0.6284,0.0171,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2578,25.67482,90.91333,1,Garo Hills Block,548.8,29.7,0.0313,0.6284,0.0197,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2579,25.99683,91.33485,4,Ri-Bhoi Block,875.0,24.3,0.0134,0.6284,0.0084,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2580,25.52197,92.84242,5,Jaintia Hills Block,418.4,17.8,0.0899,0.6284,0.0565,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2581,25.55298,90.34412,1,Garo Hills Block,25.0,23.2,0.0465,0.6284,0.0293,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2582,25.57411,92.28275,5,Jaintia Hills Block,1283.7,15.3,0.0728,0.6284,0.0458,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2583,25.85901,92.20517,4,Ri-Bhoi Block,1143.3,32.5,0.0162,0.6284,0.0102,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2584,25.78467,90.57536,1,Garo Hills Block,30.7,25.4,0.011,0.6284,0.0069,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2585,25.95105,92.525,4,Ri-Bhoi Block,838.4,15.6,0.033,0.6284,0.0207,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2586,25.22968,90.19789,1,Garo Hills Block,106.5,25.9,0.019,0.6284,0.012,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2587,26.07365,92.44839,4,Ri-Bhoi Block,768.4,34.5,0.0358,0.6284,0.0225,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2588,25.98469,92.50345,4,Ri-Bhoi Block,864.1,16.9,0.0332,0.6284,0.0208,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2589,25.60502,91.77152,3,East Khasi Block,1678.4,20.4,0.2671,0.6284,0.1679,Level 3: Orange,Warning / Heightened Hazard Alert,#f97316,Heightened warning. Travel caution and heavy transport limits.
CELL_MEG_2590,25.60899,89.95618,1,Garo Hills Block,49.5,22.0,0.0157,0.6284,0.0099,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2591,25.82514,91.34126,4,Ri-Bhoi Block,1002.2,31.1,0.0242,0.6284,0.0152,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2592,25.71953,91.33305,4,Ri-Bhoi Block,1059.3,26.4,0.0258,0.6284,0.0162,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2593,25.55116,90.32396,1,Garo Hills Block,25.0,24.0,0.0405,0.6284,0.0254,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2594,25.32101,90.2845,1,Garo Hills Block,82.1,23.4,0.0132,0.6284,0.0083,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2595,25.23132,92.76758,5,Jaintia Hills Block,511.0,28.1,0.0202,0.6284,0.0127,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2596,25.18536,90.62127,1,Garo Hills Block,25.0,28.0,0.022,0.6284,0.0138,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2597,25.65784,91.66105,4,Ri-Bhoi Block,1500.7,34.6,0.0281,0.6284,0.0177,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2598,25.18629,92.22084,5,Jaintia Hills Block,1080.9,25.0,0.0522,0.6284,0.0328,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2599,25.86802,90.52382,1,Garo Hills Block,88.5,31.8,0.0174,0.6284,0.0109,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2600,25.33176,92.66086,5,Jaintia Hills Block,654.9,23.9,0.299,0.6284,0.1879,Level 3: Orange,Warning / Heightened Hazard Alert,#f97316,Heightened warning. Travel caution and heavy transport limits.
CELL_MEG_2601,25.91173,91.92828,4,Ri-Bhoi Block,1331.0,29.3,0.0234,0.6284,0.0147,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2602,25.10881,91.0757,2,West Khasi Block,533.6,24.2,0.023,0.6284,0.0144,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2603,25.62405,90.3716,1,Garo Hills Block,62.5,30.1,0.0117,0.6284,0.0074,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2604,25.50408,91.63313,3,East Khasi Block,1464.3,29.1,0.0674,0.6284,0.0423,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2605,25.37357,92.18188,5,Jaintia Hills Block,1435.6,25.3,0.0581,0.6284,0.0365,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2606,25.92769,90.78701,1,Garo Hills Block,215.0,24.3,0.0155,0.6284,0.0098,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2607,25.92575,90.11591,1,Garo Hills Block,37.6,24.7,0.0104,0.6284,0.0066,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2608,25.92475,90.26589,1,Garo Hills Block,50.1,25.1,0.0114,0.6284,0.0072,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2609,25.10956,91.75741,3,East Khasi Block,1175.9,15.4,0.0981,0.6284,0.0617,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2610,25.52969,92.56907,5,Jaintia Hills Block,837.9,16.0,0.1385,0.6284,0.087,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2611,25.41224,90.67581,1,Garo Hills Block,190.3,24.9,0.0264,0.6284,0.0166,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2612,25.56079,91.19064,2,West Khasi Block,877.1,17.0,0.0977,0.6284,0.0614,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2613,25.39198,91.91591,3,East Khasi Block,1690.0,28.7,0.081,0.6284,0.0509,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2614,25.84033,92.4016,4,Ri-Bhoi Block,1075.0,34.1,0.0141,0.6284,0.0089,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2615,26.07069,90.6133,1,Garo Hills Block,52.0,34.6,0.0528,0.6284,0.0332,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2616,25.79338,91.00249,4,Ri-Bhoi Block,550.4,17.6,0.0453,0.6284,0.0285,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2617,25.75125,91.25174,4,Ri-Bhoi Block,942.5,14.6,0.0668,0.6284,0.0419,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2618,26.09327,92.02315,4,Ri-Bhoi Block,1089.7,25.1,0.0251,0.6284,0.0158,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2619,26.04869,92.34666,4,Ri-Bhoi Block,853.0,28.8,0.0387,0.6284,0.0243,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2620,25.99513,92.28398,4,Ri-Bhoi Block,1009.0,15.6,0.0361,0.6284,0.0227,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2621,25.51589,90.56795,1,Garo Hills Block,25.9,26.8,0.0052,0.6284,0.0033,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2622,25.41995,89.86172,1,Garo Hills Block,25.0,29.2,0.0081,0.6284,0.0051,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2623,25.58591,91.34043,2,West Khasi Block,1092.1,25.9,0.0412,0.6284,0.0259,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2624,25.58727,92.7708,5,Jaintia Hills Block,593.4,19.0,0.0376,0.6284,0.0236,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2625,26.00437,90.29322,1,Garo Hills Block,116.5,25.8,0.0368,0.6284,0.0231,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2626,25.41839,91.09307,2,West Khasi Block,688.7,33.7,0.0156,0.6284,0.0098,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2627,25.40938,92.23541,5,Jaintia Hills Block,1363.0,25.6,0.0085,0.6284,0.0053,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2628,25.58596,91.5449,2,West Khasi Block,1354.3,19.7,0.044,0.6284,0.0277,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2629,25.94126,92.25808,4,Ri-Bhoi Block,1107.3,17.1,0.0437,0.6284,0.0275,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2630,25.16279,91.97744,3,East Khasi Block,1298.0,18.9,0.0678,0.6284,0.0426,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2631,25.49027,90.69868,1,Garo Hills Block,175.1,21.9,0.036,0.6284,0.0226,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2632,25.07402,91.28611,2,West Khasi Block,854.8,24.2,0.0184,0.6284,0.0116,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2633,25.40387,90.56712,1,Garo Hills Block,58.7,31.3,0.0144,0.6284,0.0091,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2634,25.77024,92.14693,4,Ri-Bhoi Block,1359.5,24.2,0.0383,0.6284,0.0241,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2635,25.28437,89.95082,1,Garo Hills Block,40.9,21.7,0.0087,0.6284,0.0055,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2636,25.93665,89.83038,1,Garo Hills Block,25.0,25.3,0.004,0.6284,0.0025,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2637,26.03208,91.71424,4,Ri-Bhoi Block,1077.0,24.4,0.0231,0.6284,0.0145,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2638,25.36759,90.55176,1,Garo Hills Block,37.1,24.4,0.0167,0.6284,0.0105,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2639,25.02973,90.51819,1,Garo Hills Block,25.0,31.1,0.0147,0.6284,0.0092,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2640,25.16875,91.66711,3,East Khasi Block,1251.0,25.3,0.0222,0.6284,0.0139,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2641,25.19987,91.41232,2,West Khasi Block,1113.8,30.0,0.0142,0.6284,0.0089,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2642,25.65733,90.70903,1,Garo Hills Block,210.4,26.0,0.0148,0.6284,0.0093,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2643,25.05787,89.91362,1,Garo Hills Block,25.0,24.1,0.0102,0.6284,0.0064,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2644,25.04846,92.05433,5,Jaintia Hills Block,1022.7,26.3,0.0162,0.6284,0.0102,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2645,25.36345,92.22872,5,Jaintia Hills Block,1372.2,19.0,0.1098,0.6284,0.069,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2646,25.48627,91.18164,2,West Khasi Block,872.0,26.1,0.0597,0.6284,0.0375,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2647,25.57391,91.97475,3,East Khasi Block,1717.6,18.2,0.1482,0.6284,0.0932,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2648,25.31538,90.17084,1,Garo Hills Block,25.0,16.4,0.017,0.6284,0.0107,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2649,25.62054,90.79728,1,Garo Hills Block,303.5,30.0,0.0165,0.6284,0.0104,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2650,25.49789,91.77319,3,East Khasi Block,1735.4,20.5,0.0724,0.6284,0.0455,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2651,25.55366,91.69185,3,East Khasi Block,1633.8,19.4,0.2516,0.6284,0.1581,Level 3: Orange,Warning / Heightened Hazard Alert,#f97316,Heightened warning. Travel caution and heavy transport limits.
CELL_MEG_2652,25.60774,92.05638,5,Jaintia Hills Block,1583.9,22.2,0.2319,0.6284,0.1457,Level 2: Yellow,Advisory / Early Warning Watch,#eab308,Advisory notice. Maintenance standby and slope drainage watch.
CELL_MEG_2653,25.78241,91.42928,4,Ri-Bhoi Block,1174.7,20.7,0.0291,0.6284,0.0183,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2654,25.75322,92.46436,4,Ri-Bhoi Block,989.7,21.1,0.04,0.6284,0.0251,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2655,25.48685,91.05893,2,West Khasi Block,732.8,29.3,0.0157,0.6284,0.0099,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2656,25.84539,91.57679,4,Ri-Bhoi Block,1172.9,31.4,0.0223,0.6284,0.014,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2657,25.09669,92.52094,5,Jaintia Hills Block,807.0,18.1,0.0566,0.6284,0.0356,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2658,25.05325,92.08261,5,Jaintia Hills Block,1032.8,28.7,0.0276,0.6284,0.0173,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2659,25.8395,92.70699,4,Ri-Bhoi Block,693.5,33.0,0.0168,0.6284,0.0106,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2660,25.07847,91.62041,3,East Khasi Block,1145.5,30.2,0.0277,0.6284,0.0174,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2661,25.11754,91.5161,2,West Khasi Block,1067.3,15.0,0.0474,0.6284,0.0298,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2662,25.53736,90.11889,1,Garo Hills Block,96.6,20.2,0.0066,0.6284,0.0042,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
CELL_MEG_2663,25.68149,92.05076,4,Ri-Bhoi Block,1463.4,25.5,0.0288,0.6284,0.0181,Level 1: Green,Low / Normal Baseline Monitoring,#22c55e,Routine baseline monitoring. Safe terrain condition.
